Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
2435,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,30,1990,4.8,9,1.89,1,8,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches,21512407
2436,Wilson Isidor,fr FRA,FWMF,Monaco,fr Ligue 1,20,2000,0.6,1,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a671316d
2437,Emil Ceide,no NOR,FWDF,Sassuolo,it Serie A,19,2001,0.6,1,1.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,98a84572
2438,Maghnes Akliouche,fr FRA,MFFW,Monaco,fr Ligue 1,19,2002,0.6,1,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b625b241
2439,Darío Benedetto,ar ARG,FWMF,Marseille,fr Ligue 1,31,1990,0.6,1,1.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bef0a7ac
2440,Panagiotis Retsos,gr GRE,DFMF,Hellas Verona,it Serie A,22,1998,0.6,1,1.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4bd00a50
2441,Magnus Warming,dk DEN,FWDF,Torino,it Serie A,21,2000,0.6,1,1.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,55e098cd
2442,Wayne Hennessey,wls WAL,GK,Burnley,eng Premier League,34,1987,2,3,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,76eca7e2
2443,Clément Grenier,fr FRA,MF,Mallorca,es La Liga,30,1991,0.7,1,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b298f56
2444,Ellis Simms,eng ENG,FW,Everton,eng Premier League,20,2001,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,26d3b5be
2445,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,35a2557c
2446,Calderón,es ESP,DF,Betis,es La Liga,21,2000,0.7,1,1.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,da4e70e5
2447,Diego Falcinelli,it ITA,FWMF,Bologna,it Serie A,30,1991,0.7,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a39b9ef6
2448,Tyler Morton,eng ENG,MF,Liverpool,eng Premier League,18,2002,0.7,1,1.36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2bc28bb9
2449,Yadaly Diaby,fr FRA,FWMF,Clermont Foot,fr Ligue 1,20,2000,0.7,1,1.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5630a6e0
2450,Javier Serrano,es ESP,MF,Atlético Madrid,es La Liga,18,2003,0.8,1,1.32,1,0,0,0,0,0,1,1.32,1,0,0,0,0,0,Matches,0a8fd9cb
2451,Jeff Hendrick,ie IRL,MF,Newcastle Utd,eng Premier League,29,1992,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,989d5705
2452,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,17,2004,0.8,1,1.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ce1a6c7e
2453,Daniele Baselli,it ITA,MFFW,Torino,it Serie A,29,1992,1.7,2,1.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ea06dd97
2454,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,1,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e63e122d
2455,Valentin Mihaila,ro ROU,FWMF,Atalanta,it Serie A,21,2000,0.8,1,1.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,81a4c239
2456,Marley Aké,fr FRA,MFFW,Juventus,it Serie A,20,2001,0.9,1,1.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,414e1f69
2457,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,1,1.14,1,0,0,0,0,0,1,1.14,1,0,0,0,0,0,Matches,69c5633e
2458,Luka Romero,ar ARG,FW,Lazio,it Serie A,16,2004,0.9,1,1.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ca6edaa0
2459,Luca Vignali,it ITA,DF,Spezia,it Serie A,25,1996,0.9,1,1.06,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c1e8e74e
2460,Raúl Parra,es ESP,DF,Cádiz,es La Liga,21,1999,1,1,1.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,647d39d2
2461,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,28,1993,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,Matches,d3ce0e89
2462,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,2,0.96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,94e01ec6
2463,Tom Rothe,de GER,DF,Dortmund,de Bundesliga,16,2004,1,1,0.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,90c1f9a4
2464,Ismaëlben Boura,fr FRA,DF,Lens,fr Ligue 1,20,2000,1.1,1,0.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,62e02107
2465,Borja Mayoral,es ESP,FWDF,Roma,it Serie A,24,1997,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,64e8ed6d
2466,Baptiste Mouazan,fr FRA,MF,Lorient,fr Ligue 1,19,2001,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,81ac108d
2467,Eric N'Jo,fr FRA,DF,Troyes,fr Ligue 1,17,2004,1.1,1,0.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b85e57bb
2468,Enzo Crivelli,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,26,1995,1.1,1,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,06f33dc8
2469,Edoardo Vergani,it ITA,FWMF,Salernitana,it Serie A,20,2001,1.1,1,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2873973b
2470,Nicolas Viola,it ITA,MF,Bologna,it Serie A,31,1989,1.1,1,0.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,45392b06
2471,Matthis Abline,fr FRA,FW,Rennes,fr Ligue 1,18,2003,1.1,1,0.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0e46fa2f
2472,Víctor Camarasa,es ESP,MFFW,Betis,es La Liga,27,1994,1.2,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b2d03887
2473,Gabriel Veiga,es ESP,MF,Celta Vigo,es La Liga,19,2002,1.2,1,0.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,35a6e5c7
2474,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,20,2001,1.3,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,29ddfb9c
2475,Steffen Tigges,de GER,FWMF,Dortmund,de Bundesliga,23,1998,1.2,1,0.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6b8887c2
2476,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,1,0.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cbec0059
2477,Juan Ignacio Ramírez,uy URU,FW,Saint-Étienne,fr Ligue 1,24,1997,1.4,1,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ad513a6b
2478,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,27,1994,1.4,1,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,22721b88
2479,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,1,0.69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7ba1f1ef
2480,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,1.6,1,0.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4654e5f5
2481,Daniel Maldini,it ITA,MF,Milan,it Serie A,19,2001,1.6,1,0.61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,801831fe
2482,Rubén,es ESP,DF,Espanyol,es La Liga,20,2001,1.7,1,0.6,1,0,0,0,0,0,1,0.6,1,0,0,0,0,0,Matches,35d4f151
2483,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,1.7,1,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6c731625
2484,Fodé Doucouré,ml MLI,DF,Reims,fr Ligue 1,20,2001,1.7,1,0.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1bfe34dc
2485,Sofiane Alakouch,ma MAR,DFMF,Metz,fr Ligue 1,23,1998,1.8,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5.31E+70
2486,Marco Benassi,it ITA,DFMF,Fiorentina,it Serie A,26,1994,1.8,1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0000acda
2487,Lasse Günther,de GER,DF,Augsburg,de Bundesliga,18,2003,1.8,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,672803
2488,Nicolas Nkoulou,cm CMR,DF,Watford,eng Premier League,31,1990,1.9,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,93cf32a8
2489,Ryan Bertrand,eng ENG,DF,Leicester City,eng Premier League,31,1989,3.7,2,0.53,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1226327
2490,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dc6f5bdd
2491,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,1,0.53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bf309d24
2492,Leonardo Capezzi,it ITA,MF,Salernitana,it Serie A,26,1995,1.9,1,0.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,07ea0ef2
2493,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,28,1993,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5065d67d
2494,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,34,1987,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,952a03fe
2495,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,aa54ec6f
2496,Josema,es ESP,DF,Elche,es La Liga,25,1996,2,1,0.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ed3f5f4c
2497,Mickey van de Ven,nl NED,DF,Wolfsburg,de Bundesliga,20,2001,2.1,1,0.48,1,0,0,0,0,0,1,0.48,1,0,0,0,0,0,Matches,8fe2a392
2498,Andrés Martín,es ESP,FWMF,Rayo Vallecano,es La Liga,22,1999,2.1,1,0.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2ae30661
2499,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9,4,0.44,1,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1d2d5cc8
2500,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,1,0.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ae7058f9
2501,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,27,1994,2.4,1,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a1232f4e
2502,Matija Nastasić,rs SRB,DF,Fiorentina,it Serie A,28,1993,2.4,1,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f35430a4
2503,Tachi,es ESP,DF,Alavés,es La Liga,23,1997,2.7,1,0.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8b625720
2504,Stefan Ilsanker,at AUT,DFMF,Eint Frankfurt,de Bundesliga,32,1989,3,1,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,8494acc4
2505,Justin Hoogma,nl NED,DF,Greuther Fürth,de Bundesliga,23,1998,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,816192f0
2506,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a9dc785c
2507,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,32,1989,3.1,1,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a58bb1e1
2508,Sebastian Walukiewicz,pl POL,DF,Cagliari,it Serie A,21,2000,3.4,1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,217875a4
2509,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,30,1991,3.5,1,0.29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c707411f
2510,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,1,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3521abfe
2511,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,33,1988,3.8,1,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,539230cf
2512,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,24,1997,3.8,1,0.26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c2111b45
2513,Yan Valery,tn TUN,DF,Southampton,eng Premier League,22,1999,4.1,1,0.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,531a4aa8
2514,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,1,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,eaf71a5e
2515,Luka Bogdan,hr CRO,DF,Salernitana,it Serie A,25,1996,4.4,1,0.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cb678320
2516,Kevin Long,ie IRL,DF,Burnley,eng Premier League,30,1990,4.6,1,0.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5a4280b1
2517,Francisco Sierralta,cl CHI,DF,Watford,eng Premier League,24,1997,4.7,1,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0f933743
2518,Okay Yokuşlu,tr TUR,DFMF,Getafe,es La Liga,27,1994,5.2,1,0.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e49ce451
2519,Axel Tuanzebe,eng ENG,DF,Aston Villa,eng Premier League,23,1997,5.6,1,0.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2baec6ce
2520,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,6,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,9f0ea33f
2521,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e0314d87
2522,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c89e8aae
2523,Marvin Friedrich,de GER,DF,M'Gladbach,de Bundesliga,25,1995,6.7,1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b77f44a4
2524,Jean-Armel Kana-Biyik,cm CMR,DF,Metz,fr Ligue 1,32,1989,7.4,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,76a4233b
2525,Jeroen Zoet,nl NED,GK,Spezia,it Serie A,30,1991,7,1,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,cc1a0c57
2526,Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,23,1998,9.3,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,380a15e2
2527,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,1999,9.5,1,0.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,db23d9fc
2528,Etrit Berisha,al ALB,GK,Torino,it Serie A,32,1989,10,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ee833569
2529,Daniele Rugani,it ITA,DF,Juventus,it Serie A,27,1994,9.8,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,14b8fcdf
2530,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,2002,12,1,0.08,1,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches,9e17ccff
2531,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19,2,0.11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c3e39f12
2532,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,21.8,2,0.09,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ea83bfa6
2533,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26,2,0.08,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3a949a25
2534,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,1,0.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5f0241b2
2535,Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,27,1994,17.1,1,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5ee6e943
2536,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,28,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,db401046
2537,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,25.7,1,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,edbe46dc
2538,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,1,0.03,0,1,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,466fb2c5
2539,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,1,0.03,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ab4449d6
2540,Édgar Badía,es ESP,GK,Elche,es La Liga,29,1992,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e4346678
2541,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,47064058
2542,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,24,1997,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28dabd43
2543,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f5dfc256
2544,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,e8c5dd4d
2545,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,08f5afaa
2546,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,fbf83734
2547,Aitor Fernández,es ESP,GK,Levante,es La Liga,30,1991,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a01c3d54
2548,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,db3164e1
2549,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,7fe12375
2550,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2d70dbe5
2551,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ecada4fc
2552,Nicolas Galazzi,it ITA,DF,Venezia,it Serie A,20,2000,0.2,1,5.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a796492f
2553,Zidan Sertdemir,dk DEN,MFFW,Leverkusen,de Bundesliga,16,2005,0.2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,eec1f7f4
2554,Barbero,es ESP,MFFW,Osasuna,es La Liga,22,1998,0.2,1,4.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,981c1863
2555,Romain Del Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,25,1996,0.3,1,3.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0be95d34
2556,Simone Verdi,it ITA,FWMF,Torino,it Serie A,29,1992,0.5,1,1.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0375723e
2557,Ibrahima Baldé,fr FRA,FWMF,Lens,fr Ligue 1,18,2003,0.6,1,1.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a30cb0d4
2558,Joan Sastre Vanrell,es ESP,DF,Mallorca,es La Liga,24,1997,2.9,3,1.05,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches,f9acf8bf
2559,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,31,1990,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,Matches,e7ee38c3
2560,William Smallbone,ie IRL,MFFW,Southampton,eng Premier League,21,2000,1.5,1,0.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5e105217
2561,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,1.6,1,0.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,235a62f8
2562,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,1,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3fe6bd8c
2563,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3,1,0.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,83e0eeb4
2564,Luca Lezzerini,it ITA,GK,Venezia,it Serie A,26,1995,5.5,1,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,c9c32262
2565,Marcel Lotka,pl POL,GK,Hertha BSC,de Bundesliga,20,2001,9.8,1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches,5584552e
2566,Charles Abi,fr FRA,FW,Saint-Étienne,fr Ligue 1,21,2000,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,469d3d84
2567,Mohamed Achi,fr FRA,MF,Nantes,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1e93fc5d
2568,Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,20,2000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a2c1a8d3
2569,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,es La Liga,21,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,93b054dc
2570,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a6c58494
2571,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,3d738df0
2572,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,683a1d81
2573,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6f392eb8
2574,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,35b4bc62
2575,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,39aa05a7
2576,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,4a5f2032
2577,Cameron Archer,eng ENG,MFFW,Aston Villa,eng Premier League,19,2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,05e8ca6d
2578,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2f965a72
2579,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,1994,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,28d596a0
2580,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,b391383a
2581,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,6a1f66a7
2582,Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,1c0eea98
2583,Miguel Baeza,es ESP,DF,Celta Vigo,es La Liga,21,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,a98f3cbf
2584,Nicola Bagnolini,it ITA,GK,Bologna,it Serie A,17,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,ad263695
2585,Issa Bah,lu LUX,FW,Venezia,it Serie A,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,956a78ea
2586,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,19,2001,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,be13e5a8
2587,Folarin Balogun,eng ENG,FW,Arsenal,eng Premier League,20,2001,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,31822f8c
2588,Danilo Barbosa,br BRA,DF,Nice,fr Ligue 1,25,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0557ff4f
2589,Barcia,es ESP,DF,Granada,es La Liga,20,2000,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0c717ae6
2590,Francesco Bardi,it ITA,GK,Bologna,it Serie A,29,1992,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0acda699
2591,Álvaro Bastida,es ESP,MF,Cádiz,es La Liga,17,2004,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,42a028c5
2592,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,33,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,69374ff5
2593,Jon Bautista,es ESP,FWMF,Real Sociedad,es La Liga,26,1995,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,debc6b55
2594,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,33,1988,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,2515040a
