,Player,Squad,90s,Cmp,Att,Cmp%
1217,Vicente Iborra,Villarreal,11.5,548,631,86.8
1218,Zlatan Ibrahimović,Milan,11.3,316,439,72.0
1219,Mauro Icardi,Paris S-G,11.4,120,151,79.5
1220,Adam Idah,Norwich City,6.9,96,142,67.6
1221,Oussama Idrissi,Cádiz,10.0,291,388,75.0
1222,Oussama Idrissi,Sevilla,1.4,40,50,80.0
1223,Iglesias,Getafe,8.0,178,342,52.0
1224,Borja Iglesias,Betis,17.5,242,340,71.2
1225,Jonathan Iglesias,Clermont Foot,6.4,322,358,89.9
1226,Juan Ignacio Ramírez,Saint-Étienne,1.4,9,13,69.2
1227,Igor,Fiorentina,24.9,1549,1674,92.5
1228,Kelechi Iheanacho,Leicester City,14.0,271,352,77.0
1229,Danylo Ihnatenko,Bordeaux,7.7,309,373,82.8
1230,Jonathan Ikone,Lille,11.8,332,421,78.9
1231,Jonathan Ikone,Fiorentina,7.2,230,276,83.3
1232,Ivan Ilić,Hellas Verona,28.1,1107,1366,81.0
1233,Josip Iličić,Atalanta,9.3,370,496,74.6
1234,Asier Illarramendi,Real Sociedad,4.2,251,282,89.0
1235,Stefan Ilsanker,Eint Frankfurt,3.0,96,116,82.8
1236,Ciro Immobile,Lazio,30.1,694,886,78.3
1237,Burak İnce,Arminia,1.5,27,30,90.0
1238,Danny Ings,Aston Villa,21.1,258,380,67.9
1239,Marcus Ingvartsen,Union Berlin,1.4,25,33,75.8
1240,Marcus Ingvartsen,Mainz 05,7.6,148,220,67.3
1241,Bonke Innocent,Lorient,9.7,337,380,88.7
1242,Lorenzo Insigne,Napoli,25.4,1200,1506,79.7
1243,Nikita Iosifov,Villarreal,0.0,1,3,33.3
1244,Tim Iroegbunam,Aston Villa,1.0,21,25,84.0
1245,Alexander Isak,Real Sociedad,23.8,332,455,73.0
1246,Isco,Real Madrid,3.7,238,269,88.5
1247,Wilson Isidor,Monaco,0.6,8,18,44.4
1248,Ardian Ismajli,Empoli,14.1,606,708,85.6
1249,Hiroki Ito,Stuttgart,26.1,1493,1827,81.7
1250,Cedric Itten,Greuther Fürth,7.1,90,151,59.6
1251,Gian-Luca Itter,Greuther Fürth,16.2,598,812,73.6
1252,Alex Iwobi,Everton,22.6,606,785,77.2
1253,Armando Izzo,Torino,5.8,235,294,79.9
1254,Nicolas Jackson,Villarreal,1.8,41,54,75.9
1255,Lee Jae-sung,Mainz 05,16.0,484,654,74.0
1256,Paul Jaeckel,Union Berlin,22.7,911,1125,81.0
1257,Mato Jajalo,Udinese,7.0,255,324,78.7
1258,Kristijan Jakić,Eint Frankfurt,20.9,635,844,75.2
1259,Ismail Jakobs,Monaco,13.4,650,914,71.1
1260,Marin Jakoliš,Angers,2.5,54,75,72.0
1261,Abdel Jalil Medioub,Bordeaux,6.9,232,284,81.7
1262,Daniel James,Manchester Utd,1.4,22,32,68.8
1263,Daniel James,Leeds United,26.3,330,508,65.0
1264,Reece James,Chelsea,20.7,1442,1667,86.5
1265,Vitaly Janelt,Brentford,25.5,767,996,77.0
1266,Jakub Jankto,Getafe,6.5,158,236,66.9
1267,Pontus Jansson,Brentford,36.9,1188,1449,82.0
1268,Tony Jantschke,M'Gladbach,2.5,85,118,72.0
1269,Adnan Januzaj,Real Sociedad,18.1,478,736,64.9
1270,Paweł Jaroszyński,Salernitana,5.7,154,237,65.0
1271,Jason,Valencia,0.8,24,31,77.4
1272,Jason,Alavés,7.5,119,221,53.8
1273,Dennis Jastrzembski,Hertha BSC,2.5,69,107,64.5
1274,Luis Javier Suárez,Granada,31.6,448,677,66.2
1275,Corentin Jean,Lens,2.8,91,121,75.2
1276,Jemerson,Metz,13.4,409,475,86.1
1277,Fredrik Jensen,Augsburg,4.6,62,113,54.9
1278,Mathias Jensen,Brentford,17.8,558,771,72.4
1279,Moritz Jenz,Lorient,15.3,586,684,85.7
1280,Gabriel Jesus,Manchester City,20.9,638,758,84.2
1281,Juan Jesus,Napoli,14.2,753,842,89.4
1282,Álvaro Jiménez,Cádiz,2.6,40,72,55.6
1283,Raúl Jiménez,Wolves,29.2,557,779,71.5
1284,João Pedro,Watford,18.3,397,576,68.9
1285,Joaquín,Betis,5.2,210,269,78.1
1286,Joelinton,Newcastle Utd,28.4,745,941,79.2
1287,Jofre,Espanyol,0.2,6,8,75.0
1288,Marco John,Hoffenheim,0.5,15,16,93.8
1289,Dennis Johnsen,Venezia,16.1,195,323,60.4
1290,Ben Johnson,West Ham,15.5,528,758,69.7
1291,Curtis Jones,Liverpool,9.5,534,591,90.4
1292,Phil Jones,Manchester Utd,1.8,71,79,89.9
1293,Frenkie de Jong,Barcelona,27.5,1511,1680,89.9
1294,Luuk de Jong,Barcelona,7.3,141,190,74.2
1295,Jens Jønsson,Cádiz,14.5,267,337,79.2
1296,Joan Jordán,Sevilla,27.9,1617,1842,87.8
1297,Kaio Jorge,Juventus,1.3,29,38,76.3
1298,Mathias Jørgensen,Brentford,5.8,247,332,74.4
1299,Jorginho,Chelsea,25.3,1664,1856,89.7
1300,Josan,Elche,13.5,380,539,70.5
1301,Willian José,Betis,17.8,413,531,77.8
1302,Joselu,Alavés,34.7,687,1122,61.2
1303,Josema,Elche,2.0,36,61,59.0
1304,Lenny Joseph,Metz,1.7,17,26,65.4
1305,Diogo Jota,Liverpool,26.3,568,771,73.7
1306,Stevan Jovetić,Hertha BSC,11.3,264,377,70.0
1307,Luka Jović,Real Madrid,4.1,54,69,78.3
1308,Miguel Juan Llambrich,Espanyol,0.8,36,49,73.5
1309,José Juan Macías,Getafe,2.2,30,45,66.7
1310,Juanmi,Betis,23.7,417,520,80.2
1311,Gideon Jung,Greuther Fürth,1.6,45,57,78.9
1312,Flavio Junior Bianchi,Genoa,3.5,65,78,83.3
1313,Lago Junior,Mallorca,2.0,27,48,56.3
1314,Hamed Junior Traorè,Sassuolo,19.7,644,822,78.3
1315,Vinicius Júnior,Real Madrid,29.9,1090,1299,83.9
1316,James Justin,Leicester City,11.1,524,653,80.2
1317,Jutglà,Barcelona,3.3,98,121,81.0
1318,Ozan Kabak,Norwich City,10.2,341,414,82.4
1319,Christian Kabasele,Watford,13.3,360,456,78.9
1320,Issa Kaboré,Troyes,25.0,738,1008,73.2
1321,Anton Kade,Hertha BSC,0.9,21,31,67.7
1322,Pavel Kadeřábek,Hoffenheim,13.3,507,681,74.4
1323,Tino Kadewere,Lyon,5.6,136,167,81.4
1324,Florian Kainz,Köln,25.8,643,1062,60.5
1325,Gaël Kakuta,Lens,18.6,527,725,72.7
1326,Sasa Kalajdzic,Stuttgart,13.6,267,382,69.9
1327,Arnaud Kalimuendo,Paris S-G,0.1,5,5,100.0
1328,Arnaud Kalimuendo,Lens,23.9,404,490,82.4
1329,Nikola Kalinić,Hellas Verona,4.5,85,102,83.3
1330,Yayah Kallon,Genoa,7.1,119,181,65.7
1331,Felix Kalu Nmecha,Wolfsburg,3.6,103,140,73.6
1332,Samuel Kalu,Watford,2.5,54,65,83.1
1333,Samuel Kalu,Bordeaux,3.6,90,118,76.3
1334,Pierre Kalulu,Milan,21.6,1016,1155,88.0
1335,Daichi Kamada,Eint Frankfurt,23.8,681,865,78.7
1336,Boubacar Kamara,Marseille,30.9,2204,2426,90.8
1337,Hassane Kamara,Nice,6.0,240,297,80.8
1338,Hassane Kamara,Watford,18.0,636,905,70.3
1339,Dimitrije Kamenović,Lazio,0.5,16,21,76.2
1340,Kevin Kampl,RB Leipzig,21.1,1357,1489,91.1
1341,Jean-Armel Kana-Biyik,Metz,7.4,277,313,88.5
1342,Nordine Kandil,Strasbourg,1.0,49,67,73.1
1343,Harry Kane,Tottenham,35.9,659,952,69.2
1344,Lee Kangin,Mallorca,15.7,424,588,72.1
1345,N'Golo Kanté,Chelsea,19.7,1117,1282,87.1
1346,Stefanos Kapino,Arminia,1.0,20,31,64.5
1347,Atakan Karazor,Stuttgart,21.1,870,1035,84.1
1348,Rick Karsdorp,Roma,32.0,1501,1831,82.0
1349,Denso Kasius,Bologna,2.0,103,121,85.1
1350,Grigoris Kastanos,Salernitana,15.0,432,597,72.4
1351,Silas Katompa,Stuttgart,3.1,40,63,63.5
1352,Noah Katterbach,Köln,0.2,6,12,50.0
1353,Eiji Kawashima,Strasbourg,1.0,28,31,90.3
1354,Edo Kayembe,Watford,8.9,365,428,85.3
1355,Moise Kean,Everton,0.0,1,1,100.0
1356,Moise Kean,Juventus,12.2,179,238,75.2
1357,Michael Keane,Everton,31.0,896,1154,77.6
1358,Ilan Kebbal,Reims,19.7,623,840,74.2
1359,Wajdi Kechrida,Salernitana,10.6,249,343,72.6
1360,Thilo Kehrer,Paris S-G,16.8,1154,1215,95.0
1361,Habib Keita,Lyon,0.1,6,6,100.0
1362,Naby Keïta,Liverpool,13.0,651,759,85.8
1363,Yannik Keitel,Freiburg,5.6,129,186,69.4
1364,Caoimhín Kelleher,Liverpool,2.0,81,90,90.0
1365,Marc-Oliver Kempf,Stuttgart,9.3,478,578,82.7
1366,Marc-Oliver Kempf,Hertha BSC,11.7,316,436,72.5
1367,Kenedy,Chelsea,0.6,38,49,77.6
1368,Jonjoe Kenny,Everton,11.3,352,473,74.4
1369,Dimitrios Keramitsis,Roma,0.0,0,0,
1370,Franck Kessié,Milan,25.6,1162,1329,87.4
1371,Saîf-Eddine Khaoui,Clermont Foot,10.3,291,396,73.5
1372,Wahbi Khazri,Saint-Étienne,24.7,430,622,69.1
1373,Rani Khedira,Union Berlin,30.6,697,946,73.7
1374,Kike,Osasuna,20.7,351,517,67.9
1375,Luca Kilian,Mainz 05,0.0,0,1,0.0
1376,Luca Kilian,Köln,25.3,1156,1350,85.6
1377,Max Kilman,Wolves,29.9,1279,1476,86.7
1378,Joshua Kimmich,Bayern Munich,27.5,2199,2585,85.1
1379,Presnel Kimpembe,Paris S-G,28.6,2170,2242,96.8
1380,Joshua King,Watford,25.0,387,524,73.9
1381,Jakub Kiwior,Spezia,21.8,549,696,78.9
1382,Sofian Kiyine,Venezia,13.8,396,533,74.3
1383,Simon Kjær,Milan,8.9,401,454,88.3
1384,Kristoffer Klaesson,Leeds United,0.4,9,11,81.8
1385,Philipp Klement,Stuttgart,3.8,214,272,78.7
1386,Mateusz Klich,Leeds United,23.0,786,1004,78.3
1387,Thibault Klidje,Bordeaux,1.0,29,39,74.4
1388,Mateo Klimowicz,Stuttgart,6.7,146,196,74.5
1389,Fabian Klos,Arminia,15.8,237,443,53.5
1390,Lukas Klostermann,RB Leipzig,18.3,933,1070,87.2
1391,Justin Kluivert,Nice,20.8,450,699,64.4
1392,Lukas Klünter,Hertha BSC,2.2,67,100,67.0
1393,Ansgar Knauff,Dortmund,1.3,23,37,62.2
1394,Ansgar Knauff,Eint Frankfurt,8.4,221,347,63.7
1395,Robin Knoche,Union Berlin,33.0,1364,1683,81.0
1396,Gregor Kobel,Dortmund,28.5,833,1020,81.7
1397,Robin Koch,Leeds United,17.5,531,681,78.0
1398,Samuel Koeberlé,Reims,0.0,1,1,100.0
1399,Philippe Koffi,Reims,4.2,51,80,63.8
1400,Dominik Kohr,Mainz 05,17.9,647,852,75.9
1401,Koba Koindredi,Valencia,2.0,38,50,76.0
1402,Koke,Atlético Madrid,27.9,1508,1761,85.6
1403,Aleksandr Kokorin,Fiorentina,0.6,17,26,65.4
1404,Aleksandar Kolarov,Inter,0.5,30,37,81.1
1405,Sead Kolašinac,Marseille,4.9,192,246,78.0
1406,Sead Kolašinac,Arsenal,1.0,10,13,76.9
1407,Luca Koleosho,Espanyol,0.0,1,1,100.0
1408,Randal Kolo Muani,Nantes,32.8,403,601,67.1
1409,Timothée Kolodziejczak,Saint-Étienne,28.5,1256,1592,78.9
1410,Ghislain Konan,Reims,26.9,991,1306,75.9
1411,Ibrahima Konaté,Liverpool,11.0,655,728,90.0
1412,Geoffrey Kondogbia,Atlético Madrid,20.9,880,1008,87.3
1413,Ibrahima Koné,Lorient,8.1,101,142,71.1
1414,Kouadio Koné,M'Gladbach,24.3,1047,1190,88.0
1415,Youssouf Koné,Troyes,10.9,335,437,76.7
1416,Ezri Konsa,Aston Villa,27.5,850,971,87.5
1417,Teun Koopmeiners,Atalanta,23.6,1185,1482,80.0
1418,Laurent Koscielny,Bordeaux,10.4,496,544,91.2
1419,Odilon Kossonou,Leverkusen,19.9,978,1160,84.3
1420,Filip Kostić,Eint Frankfurt,28.0,1038,1618,64.2
1421,Rominigue Kouamé,Troyes,33.0,1393,1583,88.0
1422,Kalidou Koulibaly,Napoli,26.7,1425,1630,87.4
1423,Jules Koundé,Sevilla,30.4,1903,2124,89.6
1424,Christos Kourfalidis,Cagliari,0.2,8,12,66.7
1425,Boubakar Kouyaté,Metz,29.6,935,1116,83.8
1426,Cheikhou Kouyaté,Crystal Palace,21.9,657,789,83.3
1427,Mateo Kovačić,Chelsea,17.3,1065,1193,89.3
1428,Viktor Kovalenko,Spezia,14.7,459,601,76.4
1429,Emil Krafth,Newcastle Utd,18.2,555,760,73.0
1430,Alex Král,West Ham,0.0,0,2,0.0
1431,Andrej Kramarić,Hoffenheim,30.1,819,1057,77.5
1432,Christoph Kramer,M'Gladbach,8.3,370,467,79.2
1433,Jean-Philippe Krasso,Saint-Étienne,5.0,69,106,65.1
1434,Julian Kristoffersen,Salernitana,0.1,1,2,50.0
1435,Toni Kroos,Real Madrid,23.4,2076,2258,91.9
1436,Florian Krüger,Arminia,12.5,212,310,68.4
1437,Tim Krul,Norwich City,29.0,730,1057,69.1
1438,Rade Krunić,Milan,15.7,478,579,82.6
1439,Max Kruse,Union Berlin,14.1,350,481,72.8
1440,Max Kruse,Wolfsburg,12.5,366,498,73.5
1441,Lukas Kübler,Freiburg,25.9,907,1242,73.0
1442,Takefusa Kubo,Mallorca,17.8,363,516,70.3
1443,Juraj Kucka,Watford,21.3,488,697,70.0
1444,Mykola Kukharevych,Troyes,0.2,4,6,66.7
1445,Dejan Kulusevski,Tottenham,14.0,389,464,83.8
1446,Dejan Kulusevski,Juventus,8.6,196,244,80.3
1447,Marash Kumbulla,Roma,11.4,546,632,86.4
1448,Fabian Kunze,Arminia,14.0,370,496,74.6
1449,Enock Kwateng,Bordeaux,22.2,988,1195,82.7
1450,Grejohn Kyei,Clermont Foot,4.4,70,93,75.3
1451,Giorgos Kyriakopoulos,Sassuolo,21.9,1061,1283,82.7
1452,Andrea La Mantia,Empoli,5.4,70,98,71.4
1453,Gaëtan Laborde,Rennes,30.3,433,656,66.0
1454,Gaëtan Laborde,Montpellier,3.8,61,97,62.9
1455,Alexandre Lacazette,Arsenal,19.8,350,456,76.8
1456,Tom Lacoux,Bordeaux,10.1,322,411,78.3
1457,Lenny Lacroix,Metz,2.2,55,76,72.4
1458,Maxence Lacroix,Wolfsburg,27.7,1242,1513,82.1
1459,Alban Lafont,Nantes,38.0,681,1114,61.1
1460,Víctor Laguardia,Alavés,33.8,917,1216,75.4
1461,Konrad Laimer,RB Leipzig,13.8,558,696,80.2
1462,Stefan Lainer,M'Gladbach,16.3,575,767,75.0
1463,Diego Lainez,Betis,1.6,45,55,81.8
1464,Adam Lallana,Brighton,17.3,831,950,87.5
1465,Vassilis Lambropoulos,Bochum,13.0,350,420,83.3
1466,Érik Lamela,Sevilla,11.3,409,479,85.4
1467,Mohamed Lamine Bayo,Clermont Foot,26.8,398,544,73.2
1468,Didier Lamkel Zé,Metz,6.7,128,180,71.1
1469,Sam Lammers,Atalanta,0.4,11,19,57.9
1470,Sam Lammers,Eint Frankfurt,5.7,89,135,65.9
1471,Tariq Lamptey,Brighton,17.3,607,787,77.1
1472,Manuel Lanzini,West Ham,19.8,1103,1217,90.6
1473,Aymeric Laporte,Manchester City,31.4,2703,2853,94.7
1474,Julien Laporte,Lorient,32.1,1223,1422,86.0
1475,Yasser Larouci,Troyes,3.8,129,160,80.6
1476,Kevin Lasagna,Hellas Verona,13.2,192,287,66.9
1477,Jamaal Lascelles,Newcastle Utd,22.9,508,667,76.2
1478,Bryan Lasme,Arminia,9.7,122,197,61.9
1479,Paul Lasne,Brest,9.4,356,424,84.0
1480,Latasa,Real Madrid,0.1,4,5,80.0
1481,Toni Lato,Valencia,6.6,234,310,75.5
1482,Armand Lauriente,Lorient,27.5,564,722,78.1
1483,Darko Lazović,Hellas Verona,30.7,1098,1543,71.2
1484,Manuel Lazzari,Lazio,18.5,884,1033,85.6
1485,Théo Le Bris,Lorient,0.7,12,16,75.0
1486,Jérémy Le Douaron,Brest,16.1,205,315,65.1
1487,Enzo Le Fée,Lorient,24.4,956,1213,78.8
1488,Vincent Le Goff,Lorient,34.0,1448,1838,78.8
1489,Maxime Le Marchand,Strasbourg,9.6,480,547,87.8
1490,Robin Le Normand,Real Sociedad,37.0,1888,2109,89.5
1491,Patrick Leal,Venezia,0.0,0,1,0.0
1492,Rafael Leão,Milan,28.9,579,805,71.9
1493,Jean-Louis Leca,Lens,25.7,554,733,75.6
1494,Jeremías Ledesma,Cádiz,38.0,605,1156,52.3
1495,Pierre Lees-Melou,Norwich City,25.2,817,1033,79.1
1496,Wu Lei,Espanyol,5.3,72,101,71.3
1497,Maxim Leitsch,Bochum,17.1,681,806,84.5
1498,Lucas Leiva,Lazio,18.9,1146,1243,92.2
1499,Florian Lejeune,Alavés,30.0,928,1161,79.9
1500,Iñigo Lekue,Athletic Club,21.4,887,1207,73.5
1501,Thomas Lemar,Atlético Madrid,16.0,637,810,78.6
1502,Félix Lemaréchal,Monaco,0.1,12,15,80.0
1503,Mario Lemina,Nice,21.9,1054,1193,88.3
1504,Fabien Lemoine,Lorient,12.4,777,877,88.6
1505,Tim Lemperle,Köln,1.7,40,61,65.6
1506,Ruben Lendinez,Valencia,1.5,41,51,80.4
1507,Clément Lenglet,Barcelona,9.2,740,815,90.8
1508,Aaron Lennon,Burnley,17.2,254,384,66.1
1509,Bernd Leno,Arsenal,4.0,72,111,64.9
1510,Christopher Lenz,Eint Frankfurt,7.4,376,518,72.6
1511,Léo Leroy,Montpellier,7.0,263,322,81.7
1512,Alexandre Letellier,Paris S-G,0.1,3,3,100.0
1513,Robert Lewandowski,Bayern Munich,32.7,589,769,76.6
1514,Jamie Leweling,Greuther Fürth,21.8,280,424,66.0
1515,Jamal Lewis,Newcastle Utd,2.9,81,103,78.6
1516,Luca Lezzerini,Venezia,5.5,155,197,78.7
1517,Ben Lhassine Kone,Torino,0.9,30,36,83.3
1518,Yanis Lhery,Saint-Étienne,0.8,11,15,73.3
1519,Dimitri Liénard,Strasbourg,22.7,1053,1438,73.2
1520,Philipp Lienhart,Freiburg,31.9,1487,1725,86.2
1521,Matthijs de Ligt,Juventus,29.7,1496,1664,89.9
1522,Isaac Lihadji,Lille,2.6,68,96,70.8
1523,Anderson Lima,Lazio,0.7,25,32,78.1
1524,Andreas Linde,Greuther Fürth,12.0,324,502,64.5
1525,Victor Lindelöf,Manchester Utd,26.2,1164,1295,89.9
1526,Jesper Lindstrøm,Eint Frankfurt,22.0,423,608,69.6
1527,Karol Linetty,Torino,10.0,227,284,79.9
1528,Jesse Lingard,Manchester Utd,4.1,132,155,85.2
1529,Pol Lirola,Marseille,19.7,913,1126,81.1
1530,Valentino Livramento,Southampton,24.5,883,1155,76.5
1531,Dejan Ljubicic,Köln,21.9,516,730,70.7
1532,Javier Llabrés,Mallorca,1.5,44,63,69.8
1533,Diego Llorente,Leeds United,26.0,1107,1343,82.4
1534,Marcos Llorente,Atlético Madrid,27.2,1060,1321,80.2
1535,Hugo Lloris,Tottenham,38.0,745,943,79.0
1536,Giovani Lo Celso,Villarreal,11.0,438,539,81.3
1537,Giovani Lo Celso,Tottenham,2.6,117,148,79.1
1538,Julen Lobete,Real Sociedad,3.2,45,59,76.3
1539,Stanislav Lobotka,Napoli,18.7,1344,1444,93.1
1540,Jürgen Locadia,Bochum,4.9,97,123,78.9
1541,Jürgen Locadia,Brighton,0.3,2,3,66.7
1542,Manuel Locatelli,Juventus,24.0,1239,1443,85.9
1543,Banzouzi Locko,Reims,11.2,362,463,78.2
1544,Renan Lodi,Atlético Madrid,13.1,502,640,78.4
1545,Ruben Loftus-Cheek,Chelsea,15.5,877,968,90.6
1546,Kevin Long,Burnley,4.6,80,98,81.6
1547,Shane Long,Southampton,3.4,46,75,61.3
1548,Sean Longstaff,Newcastle Utd,16.3,491,606,81.0
1549,Ademola Lookman,Leicester City,16.1,418,536,78.0
1550,Anthony Lopes,Lyon,33.1,946,1127,83.9
1551,David López,Espanyol,8.3,362,422,85.8
1552,Diego López,Espanyol,35.3,837,1143,73.2
1553,Javi López,Alavés,5.1,156,205,76.1
1554,Maxime Lopez,Sassuolo,32.6,2357,2570,91.7
1555,Pau López,Marseille,29.0,1125,1325,84.9
1556,Unai López,Rayo Vallecano,12.9,667,818,81.5
1557,Dion Lopy,Reims,18.2,541,628,86.1
1558,Samuel Loric,Lorient,3.0,88,128,68.8
1559,Anthony Losilla,Bochum,32.6,998,1267,78.8
1560,Jonas Lössl,Brentford,2.0,44,62,71.0
1561,Marcel Lotka,Hertha BSC,9.8,211,342,61.7
1562,Jordan Lotomba,Nice,19.8,822,1004,81.9
1563,Johaneko Louisjean,Bordeaux,0.1,5,6,83.3
1564,Imran Louza,Watford,15.7,536,716,74.9
1565,Matteo Lovato,Cagliari,13.8,485,581,83.5
1566,Matteo Lovato,Atalanta,3.4,167,196,85.2
1567,Eduard Löwen,Bochum,15.7,447,678,65.9
1568,Matthew Lowton,Burnley,19.7,598,871,68.7
1569,Anthony Lozano,Cádiz,18.6,186,303,61.4
1570,Hirving Lozano,Napoli,17.9,468,597,78.4
1571,Jean Lucas,Monaco,16.1,655,827,79.2
1572,Anderson Lucoqui,Mainz 05,8.3,153,241,63.5
1573,Florentino Luís,Getafe,11.0,352,438,80.4
1574,José Luis Gayà,Valencia,20.8,643,886,72.6
1575,José Luis Morales,Levante,30.2,518,780,66.4
1576,José Luis Palomino,Atalanta,29.7,1362,1649,82.6
1577,Luismi,Sevilla,0.1,6,9,66.7
1578,Douglas Luiz,Aston Villa,30.2,1246,1495,83.3
1579,Romelu Lukaku,Chelsea,17.7,234,320,73.1
1580,Castello Lukeba,Lyon,23.3,1511,1654,91.4
1581,Dodi Lukebakio,Hertha BSC,2.0,27,36,75.0
1582,Dodi Lukebakio,Wolfsburg,9.8,229,297,77.1
1583,Saša Lukić,Torino,33.1,1550,1772,87.5
1584,Levi Lumeka,Troyes,0.7,10,17,58.8
1585,Andriy Lunin,Real Madrid,2.0,72,82,87.8
1586,Andrey Lunyov,Leverkusen,1.0,43,49,87.8
1587,Sebastiano Luperto,Empoli,21.8,826,971,85.1
1588,Andreas Luthe,Union Berlin,27.0,652,998,65.3
1589,Lyanco,Southampton,10.1,277,369,75.1
1590,Charalambos Lykogiannis,Cagliari,20.2,474,758,62.5
1591,Yannis M'Bemba,Nantes,0.1,4,5,80.0
1592,Alexis Mac Allister,Brighton,23.6,872,1077,81.0
1593,Deiver Machado,Lens,5.8,216,257,84.0
1594,Darwin Machís,Granada,15.3,292,437,66.8
1595,Yvann Macon,Saint-Étienne,17.0,751,995,75.5
1596,James Maddison,Leicester City,27.3,777,1075,72.3
1597,Joakim Mæhle,Atalanta,16.3,751,916,82.0
1598,Niki Mäenpää,Venezia,16.5,348,521,66.8
1599,Pablo Maffeo,Mallorca,32.7,901,1317,68.4
1600,Louis Mafouta,Metz,5.8,112,141,79.4
1601,Giulio Maggiore,Spezia,31.3,861,1139,75.6
1602,Matej Maglica,Stuttgart,0.1,0,1,0.0
1603,Francesco Magnanelli,Sassuolo,3.0,226,253,89.3
1604,Giangiacomo Magnani,Hellas Verona,5.9,177,223,79.4
1605,Giangiacomo Magnani,Sampdoria,2.7,129,151,85.4
1606,Hugo Magnetti,Brest,16.3,584,684,85.4
1607,Yohann Magnin,Clermont Foot,19.1,752,919,81.8
1608,Harry Maguire,Manchester Utd,27.9,1320,1512,87.3
1609,Riyad Mahrez,Manchester City,16.6,767,929,82.6
1610,Arne Maier,Augsburg,20.7,610,842,72.4
1611,Habib Maïga,Metz,14.1,470,590,79.7
1612,Mike Maignan,Milan,32.0,910,1150,79.1
1613,Ainsley Maitland-Niles,Arsenal,3.0,105,136,77.2
1614,Ainsley Maitland-Niles,Roma,5.4,245,320,76.6
1615,Josh Maja,Bordeaux,0.1,5,6,83.3
1616,Abdul Majeed Waris,Strasbourg,3.6,98,131,74.8
1617,Lovro Majer,Rennes,20.4,820,1068,76.8
1618,Jean-Victor Makengo,Udinese,26.1,709,852,83.2
1619,Béni Makouana,Montpellier,3.6,57,79,72.2
1620,Nemanja Maksimović,Getafe,32.6,689,880,78.3
1621,Nikola Maksimović,Genoa,12.4,437,521,83.9
1622,Kévin Malcuit,Napoli,3.2,118,166,71.1
1623,Daniel Maldini,Milan,1.6,33,50,66.0
1624,Youssef Maleh,Fiorentina,11.3,345,426,81.0
1625,Donyell Malen,Dortmund,18.7,401,541,74.1
1626,Ruslan Malinovskyi,Atalanta,17.7,678,918,73.9
1627,Hugo Mallo,Celta Vigo,20.3,953,1241,76.8
1628,Lennard Maloney,Dortmund,0.1,13,16,81.3
1629,Mickael Malsa,Levante,12.7,430,534,80.5
1630,Giorgi Mamardashvili,Valencia,18.0,288,495,58.2
1631,Rey Manaj,Spezia,19.6,339,449,75.5
1632,Hianga Mananga Mbock,Brest,8.9,254,289,87.9
1633,Vincent Manceau,Angers,26.2,1429,1606,89.0
1634,Gianluca Mancini,Roma,32.0,1534,1790,85.7
1635,Leonardo Mancuso,Empoli,4.7,53,79,67.1
1636,Steve Mandanda,Marseille,9.0,319,396,80.6
1637,Reinildo Mandava,Lille,16.9,804,962,83.6
1638,Reinildo Mandava,Atlético Madrid,14.4,543,668,81.3
1639,Aïssa Mandi,Villarreal,15.3,917,984,93.2
1640,Rolando Mandragora,Torino,14.7,644,765,84.2
1641,Anthony Mandrea,Angers,10.0,159,275,57.8
1642,Sadio Mané,Liverpool,31.3,819,1091,75.1
1643,Eliaquim Mangala,Saint-Étienne,13.1,501,573,87.4
1644,Orel Mangala,Stuttgart,20.6,661,795,83.1
1645,Thomas Mangani,Angers,24.4,1187,1486,79.9
1646,Ricardo Mangas,Bordeaux,26.1,842,1073,78.5
1647,Kostas Manolas,Napoli,3.5,218,231,94.4
1648,Javier Manquillo,Newcastle Utd,14.0,298,406,73.4
1649,Myziane Maolida,Hertha BSC,8.6,162,229,70.7
1650,Myziane Maolida,Nice,0.4,4,7,57.1
1651,Sekou Mara,Bordeaux,10.1,139,206,67.5
1652,Maranhão,Valencia,10.8,121,193,62.7
1653,Nikola Maraš,Rayo Vallecano,11.6,380,447,85.0
1654,Fernando Marçal,Wolves,16.1,677,870,77.8
1655,Marcelo,Lyon,2.0,149,165,90.3
1656,Marcelo,Real Madrid,5.8,385,468,82.3
1657,Marcelo,Bordeaux,10.0,561,659,85.1
1658,Solly March,Brighton,19.4,552,765,72.2
1659,Riccardo Marchizza,Empoli,15.0,463,649,71.3
1660,Gian Marco Ferrari,Sassuolo,34.7,2015,2226,90.5
1661,Iván Marcone,Elche,9.0,369,435,84.8
1662,Óscar de Marcos,Athletic Club,18.7,879,1133,77.6
1663,Davide Marfella,Napoli,0.1,1,1,100.0
1664,José Mari,Cádiz,4.3,156,192,81.3
1665,Pablo Marí,Udinese,14.9,429,603,71.1
1666,Pablo Marí,Arsenal,2.0,78,86,90.7
1667,José María Giménez,Atlético Madrid,22.7,820,916,89.5
1668,Mariano,Real Madrid,3.8,44,58,75.9
1669,Răzvan Marin,Cagliari,31.3,988,1270,77.8
1670,Guillermo Maripán,Monaco,20.4,1201,1333,90.1
1671,Mika Màrmol,Barcelona,0.0,4,5,80.0
1672,Omar Marmoush,Stuttgart,17.5,333,455,73.2
1673,Omar Marmoush,Wolfsburg,0.3,6,9,66.7
