,Player▲,Squad,90s,Gls,Ast,G+A,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90
2265,Tomás Rincón,Torino,1.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03
2266,Tomás Rincón,Sampdoria,13.0,0,0,0.0,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02
2267,Luis Rioja,Alavés,34.6,1,3,0.12,3.1,3.1,4.8,7.9,0.09,0.14,0.23,0.09,0.23
2268,Renaud Ripart,Troyes,21.0,2,2,0.19,3.6,3.6,1.3,5.0,0.17,0.06,0.24,0.17,0.24
2269,Mihailo Ristić,Montpellier,20.0,1,3,0.2,0.6,0.6,1.9,2.5,0.03,0.1,0.12,0.03,0.12
2270,Matt Ritchie,Newcastle Utd,14.9,0,2,0.13,0.4,0.4,1.6,2.1,0.03,0.11,0.14,0.03,0.14
2271,Maxence Rivera,Saint-Étienne,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2272,Rober,Levante,22.3,1,0,0.04,1.4,1.4,0.4,1.8,0.06,0.02,0.08,0.06,0.08
2273,Sergi Roberto,Barcelona,4.4,2,1,0.68,1.6,1.6,0.3,2.0,0.36,0.08,0.44,0.36,0.44
2274,Connor Roberts,Burnley,18.8,1,1,0.11,0.2,0.2,1.1,1.3,0.01,0.06,0.07,0.01,0.07
2275,Patrick Roberts,Troyes,0.2,0,0,0.0,0.2,0.2,0.0,0.2,1.19,0.0,1.19,1.19,1.19
2276,Tyler Roberts,Leeds United,11.0,1,1,0.18,2.4,2.4,1.3,3.7,0.22,0.11,0.34,0.22,0.34
2277,Andrew Robertson,Liverpool,28.2,3,10,0.46,1.9,1.9,5.2,7.1,0.07,0.19,0.25,0.07,0.25
2278,Marc Roca,Bayern Munich,4.2,0,0,0.0,0.2,0.2,0.4,0.6,0.04,0.09,0.13,0.04,0.13
2279,Rubén Rochina,Granada,8.3,1,3,0.48,0.6,0.6,0.7,1.3,0.07,0.08,0.16,0.07,0.16
2280,Cimo Röcker,Hertha BSC,0.2,0,0,0.0,0.0,0.0,0.3,0.3,0.0,1.4,1.4,0.0,1.4
2281,Enzo Roco,Elche,28.4,1,0,0.04,1.1,1.1,0.1,1.2,0.04,0.0,0.04,0.04,0.04
2282,Stian Rode Gregersen,Bordeaux,21.7,1,1,0.09,1.4,1.4,0.4,1.8,0.06,0.02,0.08,0.06,0.08
2283,Sebastian Rode,Eint Frankfurt,8.4,1,0,0.12,0.8,0.8,0.8,1.6,0.1,0.09,0.19,0.1,0.19
2284,Joe Rodon,Tottenham,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2285,Rodri,Manchester City,32.0,7,2,0.28,2.6,2.6,1.4,4.0,0.08,0.04,0.12,0.08,0.12
2286,Rodrigo,Leeds United,25.2,6,1,0.28,4.9,4.1,4.6,8.8,0.19,0.18,0.38,0.16,0.35
2287,Rodrigo,Betis,9.8,1,2,0.31,1.3,1.3,1.6,2.9,0.13,0.16,0.3,0.13,0.3
2288,Gerson Rodrigues,Troyes,9.4,1,1,0.21,2.6,2.6,0.2,2.8,0.28,0.03,0.3,0.28,0.3
2289,Kévin Rodrigues,Rayo Vallecano,4.8,0,0,0.0,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03
2290,Ángel Rodríguez,Mallorca,17.2,3,2,0.29,4.8,4.8,1.3,6.1,0.28,0.08,0.36,0.28,0.36
2291,Óscar Rodríguez Arnaiz,Getafe,10.5,0,1,0.1,1.1,1.1,1.5,2.6,0.1,0.14,0.24,0.1,0.24
2292,Óscar Rodríguez Arnaiz,Sevilla,4.6,0,0,0.0,0.8,0.8,1.2,2.1,0.18,0.26,0.44,0.18,0.44
2293,Dani Rodríguez,Mallorca,31.5,3,3,0.19,2.8,2.8,3.0,5.8,0.09,0.09,0.18,0.09,0.18
2294,Guido Rodríguez,Betis,28.1,1,2,0.11,1.0,1.0,0.4,1.4,0.03,0.02,0.05,0.03,0.05
2295,Jay Rodriguez,Burnley,15.4,2,2,0.26,4.7,4.7,1.9,6.6,0.3,0.12,0.43,0.3,0.43
2296,Ricardo Rodríguez,Torino,27.5,0,1,0.04,0.3,0.3,1.6,1.8,0.01,0.06,0.07,0.01,0.07
2297,Rodrygo,Real Madrid,16.9,4,4,0.47,4.6,4.6,1.6,6.2,0.27,0.09,0.36,0.27,0.36
2298,Mads Roerslev,Brentford,13.8,1,1,0.15,0.3,0.3,0.8,1.1,0.02,0.06,0.08,0.02,0.08
2299,Marko Rog,Cagliari,3.5,0,1,0.29,0.2,0.2,0.2,0.5,0.07,0.07,0.13,0.07,0.13
2300,Rogério,Sassuolo,19.2,0,1,0.05,0.4,0.4,2.2,2.5,0.02,0.11,0.13,0.02,0.13
2301,Alessio Romagnoli,Milan,15.7,1,0,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05
2302,Simone Romagnoli,Empoli,16.6,2,0,0.12,1.4,1.4,0.3,1.6,0.08,0.02,0.1,0.08,0.1
2303,Leonardo Román,Mallorca,2.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304,Cristian Romero,Tottenham,20.5,1,0,0.05,0.7,0.7,0.5,1.1,0.03,0.02,0.05,0.03,0.05
2305,Iván Romero,Sevilla,2.0,0,0,0.0,0.5,0.5,0.0,0.5,0.27,0.0,0.27,0.27,0.27
2306,Luka Romero,Lazio,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04
2307,Sergio Romero,Venezia,16.0,0,0,0.0,0.0,0.0,0.2,0.2,0.0,0.01,0.01,0.0,0.01
2308,Oriol Romeu,Southampton,32.1,2,2,0.12,1.3,1.3,2.8,4.1,0.04,0.09,0.13,0.04,0.13
2309,Cristiano Ronaldo,Juventus,0.3,0,0,0.0,0.2,0.2,0.0,0.2,0.5,0.12,0.63,0.5,0.63
2310,Cristiano Ronaldo,Manchester Utd,27.3,18,3,0.77,16.5,14.2,3.1,17.3,0.61,0.11,0.72,0.52,0.64
2311,Salomón Rondón,Everton,8.8,1,1,0.23,2.2,2.2,0.7,2.9,0.25,0.09,0.33,0.25,0.33
2312,Valentin Rongier,Marseille,24.4,0,1,0.04,2.6,2.6,1.1,3.6,0.1,0.04,0.15,0.1,0.15
2313,Frederik Rønnow,Union Berlin,7.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314,Marten de Roon,Atalanta,28.3,3,0,0.11,1.7,1.7,0.5,2.2,0.06,0.02,0.08,0.06,0.08
2315,Unai Ropero,Alavés,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2316,Pablo Rosario,Nice,30.3,0,2,0.07,1.2,1.2,1.1,2.3,0.04,0.04,0.08,0.04,0.08
2317,Romario Rösch,Mainz 05,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2318,Danny Rose,Watford,7.7,0,0,0.0,0.2,0.2,0.8,0.9,0.02,0.1,0.12,0.02,0.12
2319,Francesco Rossi,Atalanta,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2320,Tom Rothe,Dortmund,1.0,1,0,0.96,0.2,0.2,0.1,0.2,0.16,0.07,0.23,0.16,0.23
2321,Jérôme Roussillon,Wolfsburg,19.7,1,0,0.05,1.0,1.0,1.3,2.4,0.05,0.07,0.12,0.05,0.12
2322,Nicolò Rovella,Genoa,16.3,0,3,0.18,0.9,0.9,2.4,3.3,0.05,0.15,0.2,0.05,0.2
2323,Jon Rowe,Norwich City,2.5,0,1,0.4,0.4,0.4,0.3,0.7,0.16,0.14,0.3,0.16,0.3
2324,Amir Rrahmani,Napoli,32.5,4,0,0.12,3.7,3.7,0.2,3.9,0.11,0.01,0.12,0.11,0.12
2325,Ruan,Sassuolo,2.4,0,0,0.0,0.0,0.0,0.1,0.1,0.0,0.04,0.04,0.0,0.04
2326,Rubén,Espanyol,1.7,0,1,0.6,0.0,0.0,0.5,0.5,0.01,0.27,0.28,0.01,0.28
2327,John Ruddy,Wolves,1.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2328,Antonio Rüdiger,Chelsea,33.7,3,0,0.09,2.8,2.8,1.1,3.9,0.08,0.03,0.12,0.08,0.12
2329,Sebastian Rudy,Hoffenheim,8.6,3,1,0.47,2.0,2.0,0.5,2.4,0.23,0.05,0.28,0.23,0.28
2330,Daniele Rugani,Juventus,9.8,0,0,0.0,0.2,0.2,0.0,0.2,0.02,0.0,0.02,0.02,0.02
2331,Matteo Ruggeri,Salernitana,7.5,0,0,0.0,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07
2332,Mário Rui,Napoli,33.2,0,5,0.15,1.7,1.7,3.3,5.0,0.05,0.1,0.15,0.05,0.15
2333,Aitor Ruibal,Betis,9.5,0,0,0.0,1.2,1.2,0.7,2.0,0.13,0.08,0.21,0.13,0.21
2334,Isma Ruiz,Granada,3.1,0,0,0.0,0.1,0.1,0.1,0.3,0.03,0.05,0.08,0.03,0.08
2335,Fabián Ruiz Peña,Napoli,26.5,7,4,0.42,1.6,1.6,2.8,4.4,0.06,0.11,0.17,0.06,0.17
2336,Víctor Ruiz,Betis,15.8,0,0,0.0,1.0,1.0,0.1,1.1,0.06,0.01,0.07,0.06,0.07
2337,Gerónimo Rulli,Villarreal,32.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2338,Lukas Rupp,Norwich City,8.5,0,0,0.0,0.7,0.7,1.2,1.9,0.08,0.14,0.22,0.08,0.22
2339,Alessandro Russo,Salernitana,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2340,Franco Russo,Mallorca,16.3,1,0,0.06,0.2,0.2,0.0,0.2,0.01,0.0,0.01,0.01,0.01
2341,Georginio Rutter,Hoffenheim,17.9,8,2,0.56,6.6,6.6,3.0,9.6,0.37,0.17,0.54,0.37,0.54
2342,Mathew Ryan,Real Sociedad,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2343,Julian Ryerson,Union Berlin,15.9,2,0,0.13,1.6,1.6,1.9,3.5,0.1,0.12,0.22,0.1,0.22
2344,José Sá,Wolves,36.5,0,1,0.03,0.0,0.0,1.0,1.0,0.0,0.03,0.03,0.0,0.03
2345,Roli Pereira de Sa,Nantes,6.4,0,0,0.0,0.4,0.4,0.6,1.0,0.06,0.09,0.15,0.06,0.15
2346,Youssouf Sabaly,Betis,8.8,0,1,0.11,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08
2347,Mathys Saban,Saint-Étienne,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2348,Stefano Sabelli,Genoa,3.9,0,0,0.0,0.2,0.2,0.1,0.3,0.06,0.01,0.07,0.06,0.07
2349,Abdelhamid Sabiri,Sampdoria,9.9,3,2,0.5,1.1,1.1,1.2,2.2,0.11,0.12,0.23,0.11,0.23
2350,Marcel Sabitzer,RB Leipzig,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09
2351,Marcel Sabitzer,Bayern Munich,10.1,1,1,0.2,1.7,1.7,1.7,3.4,0.17,0.17,0.34,0.17,0.34
2352,Falaye Sacko,Saint-Étienne,7.4,0,0,0.0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03
2353,Alexis Saelemaekers,Milan,20.7,1,3,0.19,3.3,3.3,3.6,6.9,0.16,0.17,0.33,0.16,0.33
2354,Rafiki Said Ahamada,Brest,1.4,0,0,0.0,0.3,0.3,0.1,0.3,0.19,0.06,0.25,0.19,0.25
2355,Wesley Saïd,Lens,7.3,5,0,0.69,3.9,3.9,0.8,4.8,0.54,0.12,0.66,0.54,0.66
2356,Allan Saint-Maximin,Newcastle Utd,31.2,5,5,0.32,5.1,5.1,5.8,10.9,0.16,0.19,0.35,0.16,0.35
2357,Romain Saïss,Wolves,30.1,2,0,0.07,2.7,2.7,0.4,3.1,0.09,0.01,0.1,0.09,0.1
2358,Bukayo Saka,Arsenal,33.1,11,7,0.54,9.7,8.2,6.9,15.1,0.29,0.21,0.5,0.25,0.46
2359,Mamadou Sakho,Montpellier,28.6,0,0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.01,0.0,0.01
2360,Bakary Sako,Saint-Étienne,1.7,0,0,0.0,0.3,0.3,0.0,0.3,0.15,0.03,0.17,0.15,0.17
2361,Jacopo Sala,Spezia,9.8,1,0,0.1,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
2362,Mohamed Salah,Liverpool,30.7,23,13,1.17,21.8,17.1,10.1,27.2,0.71,0.33,1.04,0.56,0.89
2363,Eddie Salcedo,Spezia,4.8,0,0,0.0,1.6,1.6,0.2,1.8,0.33,0.04,0.38,0.33,0.38
2364,William Saliba,Marseille,36.0,0,0,0.0,1.5,1.5,0.8,2.4,0.04,0.02,0.07,0.04,0.07
2365,Romain Salin,Rennes,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2366,Mohammed Salisu,Southampton,33.0,0,0,0.0,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07
2367,Roland Sallai,Freiburg,17.2,4,4,0.46,5.6,5.6,3.9,9.4,0.32,0.22,0.55,0.32,0.55
2368,Yoann Salmier,Troyes,29.6,0,1,0.03,0.4,0.4,0.4,0.8,0.01,0.01,0.03,0.01,0.03
2369,Salvi,Cádiz,15.5,2,1,0.19,3.0,2.2,1.4,3.6,0.19,0.09,0.28,0.14,0.23
2370,Lazar Samardzic,Udinese,5.4,2,2,0.73,1.1,1.1,1.8,2.9,0.19,0.33,0.53,0.19,0.53
2371,Diadie Samassékou,Hoffenheim,18.4,2,0,0.11,1.2,1.2,0.6,1.8,0.06,0.03,0.1,0.06,0.1
2372,Mama Samba Baldé,Troyes,19.1,3,2,0.26,5.8,5.1,1.2,6.3,0.31,0.07,0.37,0.27,0.33
2373,Albert Sambi Lokonga,Arsenal,12.6,0,0,0.0,0.6,0.6,0.8,1.4,0.05,0.06,0.11,0.05,0.11
2374,Junior Sambia,Montpellier,17.0,1,0,0.06,1.4,1.4,0.5,1.9,0.08,0.03,0.11,0.08,0.11
2375,Luigi Samele,Sassuolo,0.1,0,1,18.0,0.0,0.0,0.4,0.4,0.0,6.52,6.52,0.0,6.52
2376,Fede San Emeterio,Cádiz,9.2,0,0,0.0,0.0,0.0,0.4,0.4,0.0,0.05,0.05,0.0,0.05
2377,Antonio Sanabria,Torino,20.0,6,1,0.35,8.1,8.1,1.5,9.6,0.4,0.07,0.48,0.4,0.48
2378,Oihan Sancet,Athletic Club,15.8,6,4,0.63,2.6,2.6,2.8,5.3,0.16,0.18,0.34,0.16,0.34
2379,Renato Sanches,Lille,18.3,2,5,0.38,0.9,0.9,3.3,4.2,0.05,0.18,0.23,0.05,0.23
2380,Alexis Sánchez,Inter,9.8,5,2,0.72,5.3,5.3,1.7,7.0,0.54,0.18,0.72,0.54,0.72
2381,Antonio Sánchez,Mallorca,18.0,1,0,0.06,1.3,1.3,0.3,1.6,0.07,0.02,0.09,0.07,0.09
2382,Davinson Sánchez,Tottenham,18.1,2,0,0.11,2.1,2.1,0.4,2.5,0.11,0.02,0.14,0.11,0.14
2383,Germán Sánchez,Granada,25.5,2,1,0.12,1.3,1.3,0.2,1.6,0.05,0.01,0.06,0.05,0.06
2384,Juan Sánchez,Sevilla,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2385,Manuel Sánchez,Osasuna,25.1,1,3,0.16,0.4,0.4,2.0,2.4,0.02,0.08,0.09,0.02,0.09
2386,Robert Sánchez,Brighton,37.0,0,0,0.0,0.0,0.0,0.4,0.4,0.0,0.01,0.01,0.0,0.01
2387,Jadon Sancho,Manchester Utd,21.1,3,3,0.28,3.3,3.3,4.2,7.5,0.16,0.2,0.36,0.16,0.36
2388,Philippe Sandler,Troyes,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2389,Alex Sandro,Juventus,19.8,0,1,0.05,0.7,0.7,1.4,2.1,0.03,0.07,0.11,0.03,0.11
2390,Leroy Sané,Bayern Munich,22.0,7,7,0.64,9.8,9.8,6.0,15.8,0.45,0.27,0.72,0.45,0.72
2391,Oier Sanjurjo,Osasuna,8.4,1,0,0.12,0.6,0.6,0.2,0.8,0.07,0.02,0.09,0.07,0.09
2392,Mohamed Sankoh,Stuttgart,0.0,0,0,0.0,0.2,0.2,0.0,0.2,3.65,0.0,3.65,3.65,3.65
2393,Morgan Sanson,Aston Villa,4.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01
2394,Nicola Sansone,Bologna,10.0,2,3,0.5,3.0,3.0,2.1,5.1,0.3,0.21,0.51,0.3,0.51
2395,Baptiste Santamaria,Freiburg,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2396,Baptiste Santamaria,Rennes,28.0,2,1,0.11,1.6,1.6,0.8,2.4,0.06,0.03,0.09,0.06,0.09
2397,Federico Santander,Bologna,0.7,1,0,1.34,0.4,0.4,0.1,0.5,0.54,0.14,0.68,0.54,0.68
2398,Jesús Santiago,Valencia,0.9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,Samir Santos,Watford,18.6,0,0,0.0,0.3,0.3,0.1,0.5,0.02,0.01,0.02,0.02,0.02
2400,Samir Santos,Udinese,15.8,0,0,0.0,1.3,1.3,0.1,1.4,0.08,0.01,0.09,0.08,0.09
2401,Sergio Santos,Real Madrid,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32
2402,Alvaro Sanz,Barcelona,0.3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05
2403,Riccardo Saponara,Fiorentina,14.3,3,3,0.42,2.0,2.0,3.2,5.2,0.14,0.22,0.36,0.14,0.36
2404,Pablo Sarabia,Paris S-G,0.2,1,0,4.09,0.8,0.8,0.0,0.8,3.27,0.0,3.27,3.27,3.27
2405,Marcelo Saracchi,Levante,2.1,0,1,0.48,0.0,0.0,0.3,0.3,0.0,0.15,0.15,0.0,0.15
2406,Josh Sargent,Norwich City,17.5,2,1,0.17,2.8,2.8,0.7,3.5,0.16,0.04,0.2,0.16,0.2
2407,Jeremy Sarmiento,Brighton,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2408,Bouna Sarr,Bayern Munich,0.7,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07
2409,Ismaila Sarr,Watford,20.7,5,2,0.34,4.3,3.5,2.6,6.1,0.21,0.12,0.33,0.17,0.29
2410,Malang Sarr,Chelsea,6.1,0,0,0.0,0.0,0.0,0.4,0.4,0.01,0.06,0.07,0.01,0.07
2411,Joan Sastre Vanrell,Mallorca,2.9,0,0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
2412,Giacomo Satalino,Sassuolo,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,Martin Satriano,Brest,10.4,4,0,0.39,3.3,3.3,0.1,3.5,0.32,0.01,0.34,0.32,0.34
2414,Martin Satriano,Inter,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
2415,Téji Savanier,Montpellier,26.8,8,7,0.56,7.6,4.5,6.0,10.5,0.28,0.22,0.5,0.17,0.39
2416,Esteban Saveljich,Rayo Vallecano,18.9,0,0,0.0,0.8,0.8,0.3,1.1,0.04,0.01,0.06,0.04,0.06
2417,Stefan Savić,Atlético Madrid,27.1,0,0,0.0,1.8,1.8,0.1,1.9,0.07,0.0,0.07,0.07,0.07
2418,Joe Scally,M'Gladbach,21.2,1,2,0.14,1.3,1.3,1.4,2.7,0.06,0.06,0.13,0.06,0.13
2419,Giorgio Scalvini,Atalanta,8.5,1,0,0.12,1.7,1.7,0.2,1.9,0.2,0.02,0.23,0.2,0.23
2420,Gianluca Scamacca,Sassuolo,23.8,16,0,0.67,10.8,10.0,2.4,12.5,0.45,0.1,0.56,0.42,0.52
2421,Dane Scarlett,Tottenham,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,Kevin Schade,Freiburg,9.2,4,1,0.54,2.3,2.2,0.7,2.8,0.25,0.07,0.32,0.23,0.31
2423,András Schäfer,Union Berlin,2.7,1,1,0.75,0.8,0.8,0.2,1.0,0.31,0.07,0.38,0.31,0.38
2424,Fabian Schär,Newcastle Utd,24.0,2,2,0.17,1.3,1.3,0.6,2.0,0.06,0.03,0.08,0.06,0.08
2425,Louis Schaub,Köln,7.3,1,2,0.41,1.1,1.1,1.4,2.5,0.15,0.19,0.34,0.15,0.34
2426,Andrea Schiavone,Salernitana,6.3,1,0,0.16,0.3,0.3,0.6,0.8,0.04,0.09,0.13,0.04,0.13
2427,Patrik Schick,Leverkusen,23.1,24,3,1.17,17.8,16.3,2.4,18.7,0.77,0.11,0.88,0.71,0.81
2428,Kingsley Schindler,Köln,3.9,1,2,0.77,0.5,0.5,1.1,1.6,0.13,0.28,0.42,0.13,0.42
2429,Xaver Schlager,Wolfsburg,11.6,0,1,0.09,0.4,0.4,0.5,0.9,0.03,0.05,0.08,0.03,0.08
2430,Keven Schlotterbeck,Freiburg,3.5,0,0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02
2431,Nico Schlotterbeck,Freiburg,30.9,4,1,0.16,3.9,3.9,1.5,5.4,0.13,0.05,0.17,0.13,0.17
2432,Jeffrey Schlupp,Crystal Palace,20.6,4,1,0.24,3.2,3.2,1.7,4.8,0.15,0.08,0.23,0.15,0.23
2433,Kasper Schmeichel,Leicester City,37.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,Jonathan Schmid,Freiburg,6.5,0,1,0.15,0.1,0.1,0.6,0.8,0.02,0.1,0.12,0.02,0.12
2435,Benno Schmitz,Köln,26.9,0,5,0.19,0.4,0.4,4.3,4.7,0.02,0.16,0.18,0.02,0.18
2436,David Schnegg,Venezia,1.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02
2437,Morgan Schneiderlin,Nice,7.2,0,1,0.14,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07
2438,Alessandro Schöpf,Arminia,26.6,1,0,0.04,2.4,2.4,2.7,5.1,0.09,0.1,0.19,0.09,0.19
2439,Jerdy Schouten,Bologna,15.5,1,1,0.13,0.2,0.2,0.6,0.8,0.01,0.04,0.05,0.01,0.05
2440,Nico Schulz,Dortmund,9.3,0,2,0.22,0.3,0.3,0.9,1.2,0.03,0.1,0.13,0.03,0.13
2441,Marvin Schwäbe,Köln,21.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,Alexander Schwolow,Hertha BSC,24.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,Valentino Scotta,Sevilla,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,Demba Seck,Torino,1.6,0,0,0.0,0.6,0.6,0.0,0.6,0.36,0.0,0.36,0.36,0.36
2445,Aleksandar Sedlar,Mallorca,4.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
2446,Paul Seguin,Greuther Fürth,23.4,0,3,0.13,0.4,0.4,1.9,2.4,0.02,0.08,0.1,0.02,0.1
2447,Alidu Seidu,Clermont Foot,15.7,0,0,0.0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06
2448,Davie Selke,Hertha BSC,11.2,4,0,0.36,3.1,2.4,0.6,3.0,0.28,0.06,0.34,0.21,0.27
2449,Matz Sels,Strasbourg,37.0,0,0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2450,Ken Sema,Watford,9.5,0,0,0.0,0.2,0.2,1.0,1.2,0.02,0.1,0.12,0.02,0.12
2451,Nélson Semedo,Wolves,23.7,0,1,0.04,1.4,1.4,1.2,2.6,0.06,0.05,0.11,0.06,0.11
2452,Lion Semić,Dortmund,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,Adrian Šemper,Genoa,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,Stefano Sensi,Sampdoria,8.4,1,0,0.12,1.0,1.0,0.8,1.8,0.12,0.09,0.21,0.12,0.21
2455,Stefano Sensi,Inter,1.9,0,0,0.0,0.3,0.3,0.3,0.6,0.18,0.15,0.33,0.18,0.33
2456,Luigi Sepe,Salernitana,15.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,Suat Serdar,Hertha BSC,24.6,3,0,0.12,2.4,2.4,1.5,3.9,0.1,0.06,0.16,0.1,0.16
2458,Laurens Serpe,Genoa,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,Janni Serra,Arminia,12.4,3,2,0.4,3.0,3.0,0.9,3.9,0.24,0.07,0.31,0.24,0.31
2460,Javier Serrano,Atlético Madrid,0.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,Nicolás Serrano,Athletic Club,3.5,1,0,0.28,0.5,0.5,0.1,0.6,0.15,0.03,0.18,0.15,0.18
2462,Zidan Sertdemir,Leverkusen,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14
2463,Ryan Sessegnon,Tottenham,11.6,0,2,0.17,0.4,0.4,2.9,3.3,0.03,0.25,0.28,0.03,0.28
2464,Nils Seufert,Greuther Fürth,1.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,Salva Sevilla,Mallorca,16.7,5,3,0.48,4.6,1.5,2.8,4.3,0.27,0.17,0.44,0.09,0.26
2466,Stephan El Shaarawy,Roma,11.7,3,0,0.26,3.0,3.0,2.4,5.4,0.25,0.2,0.46,0.25,0.46
2467,Jamie Shackleton,Leeds United,7.9,0,0,0.0,0.2,0.2,0.0,0.2,0.02,0.01,0.03,0.02,0.03
2468,Xherdan Shaqiri,Lyon,7.5,2,3,0.66,0.6,0.6,2.4,3.0,0.08,0.31,0.4,0.08,0.4
2469,Luke Shaw,Manchester Utd,17.8,0,3,0.17,0.2,0.2,3.2,3.4,0.01,0.18,0.19,0.01,0.19
2470,Jonjo Shelvey,Newcastle Utd,22.0,2,1,0.14,0.9,0.9,0.8,1.7,0.04,0.04,0.08,0.04,0.08
2471,Aimar Sher,Spezia,0.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2472,Eldor Shomurodov,Roma,8.7,3,4,0.8,4.0,4.0,2.2,6.2,0.46,0.25,0.71,0.46,0.71
2473,Shola Shoretire,Manchester Utd,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2474,Mahame Siby,Strasbourg,0.2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
